Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Nissan,Altima,1.8,Diesel,1991,203913,1457
Ford,Puma,1.4,Diesel,2004,101408,7631
Toyota,Corolla,2.2,Hybrid,2001,77482,13655
Nissan,Altima,1.6,Petrol,1998,123569,4079
Nissan,Altima,1.8,Petrol,1992,136378,2622
Toyota,Corolla,2.4,Petrol,2017,33458,45669
Nissan,Juke,1.4,Petrol,1986,276745,379
Ford,Focus,1.0,Petrol,2007,38176,11539
Nissan,Juke,1.4,Petrol,2003,121054,4576
Ford,Focus,1.8,Diesel,2004,72558,10700
Nissan,Murano,1.6,Diesel,1993,114649,4096
Nissan,Juke,1.0,Petrol,1986,221329,534
BMW,M5,4.4,Petrol,2005,87324,30610
Ford,Focus,2.0,Petrol,2002,44977,11224
Toyota,Corolla,2.0,Petrol,2022,6139,67602
Ford,Fiesta,1.2,Petrol,1999,74436,4059
Nissan,Murano,2.0,Diesel,2015,55295,30065
Nissan,Murano,1.4,Petrol,2017,19553,33826
Nissan,Juke,1.2,Petrol,1990,203979,892
BMW,Z4,2.4,Petrol,1999,179123,4077
Ford,Fiesta,1.4,Petrol,2017,54966,16543
Nissan,Altima,1.6,Hybrid,2011,33005,21630
Toyota,Corolla,1.8,Hybrid,2007,84699,17528
Toyota,Yaris,1.0,Hybrid,2007,89472,8267
Toyota,Yaris,1.4,Hybrid,1998,188811,2432
Nissan,Murano,2.0,Diesel,1987,249020,974
Ford,Focus,2.0,Petrol,1999,147473,4394
Nissan,Juke,1.4,Petrol,1987,144265,1310
Nissan,Juke,1.6,Petrol,2020,21165,29599
Nissan,Juke,1.6,Petrol,2002,143338,3838
Toyota,Yaris,1.2,Hybrid,2003,185879,3223
Toyota,Matrix,1.8,Hybrid,1992,68929,6110
Ford,Fiesta,1.2,Petrol,2001,91672,4114
Nissan,Murano,2.0,Diesel,2003,97808,10109
Toyota,Yaris,1.0,Petrol,2022,6978,31149
Nissan,Murano,1.4,Diesel,1991,98849,3771
Nissan,Altima,1.2,Petrol,1992,217065,1077
Toyota,Corolla,1.8,Hybrid,2016,24861,46639
Ford,Focus,1.4,Diesel,2016,50227,24275
Nissan,Juke,1.0,Petrol,1993,262168,585
Toyota,Yaris,1.2,Hybrid,1993,199271,1472
BMW,X3,2.0,Petrol,1992,234642,1497
Ford,Fiesta,1.0,Petrol,1996,195621,1167
Toyota,Corolla,2.0,Hybrid,1993,153758,4283
Toyota,Corolla,2.2,Hybrid,2016,19489,53122
BMW,Z4,3.0,Petrol,1993,123734,4808
Ford,Focus,1.8,Petrol,2004,173181,4697
Ford,Fiesta,1.4,Petrol,1993,267336,589
Ford,Focus,1.0,Petrol,1999,76497,5299
Toyota,Yaris,1.2,Hybrid,2001,136103,4270
BMW,X3,2.4,Diesel,1993,100641,5644
Toyota,Corolla,2.0,Hybrid,2007,118768,14388
Porsche,911,3.0,Petrol,2020,11532,130015
Nissan,Juke,1.0,Petrol,2007,111830,5417
Ford,Focus,1.8,Diesel,2009,46238,17692
Toyota,Corolla,2.0,Hybrid,1991,257725,1496
Ford,Focus,1.8,Diesel,1994,105554,4348
Toyota,Corolla,2.4,Hybrid,2003,76916,16360
Toyota,Corolla,1.8,Hybrid,2014,65848,31773
Toyota,Matrix,1.4,Hybrid,2017,26036,37160
Toyota,Matrix,1.8,Hybrid,2013,65951,25272
Toyota,Yaris,1.2,Petrol,2010,111770,7829
Nissan,Altima,1.8,Diesel,2017,42714,28271
Toyota,Yaris,1.2,Hybrid,1993,131111,2606
Ford,Focus,1.8,Diesel,2006,76369,11914
Toyota,Matrix,1.0,Hybrid,2010,51358,16938
Ford,Focus,1.6,Diesel,2006,96165,9773
Toyota,Matrix,1.8,Hybrid,2016,52580,33642
Ford,Puma,1.8,Diesel,2002,93178,8038
Ford,Fiesta,1.4,Petrol,1996,204407,1278
Toyota,Corolla,2.2,Hybrid,2020,14888,71111
Ford,Fiesta,1.4,Petrol,1996,163660,1816
BMW,Z4,2.0,Petrol,1995,201279,2351
Nissan,Altima,1.8,Petrol,2003,59543,9530
Nissan,Murano,1.4,Diesel,2007,169622,6261
Nissan,Juke,1.2,Diesel,2014,55891,14674
Toyota,Yaris,1.4,Hybrid,1990,180898,1528
BMW,X3,2.0,Diesel,2015,39611,33561
Nissan,Altima,1.8,Petrol,2004,101291,7637
Toyota,Yaris,1.0,Petrol,1996,116567,2710
Ford,Puma,2.0,Diesel,1994,206387,1981
Ford,Puma,2.0,Hybrid,2013,51402,26704
Toyota,Corolla,1.8,Hybrid,2019,17491,59333
BMW,Z4,2.4,Petrol,2017,26689,41079
Nissan,Juke,2.0,Diesel,1990,233074,931
BMW,X3,3.0,Diesel,1998,184538,4488
Nissan,Altima,1.2,Petrol,1990,321279,356
BMW,X3,3.0,Diesel,2001,103288,10549
Toyota,Corolla,2.2,Hybrid,1991,44019,8705
Nissan,Murano,1.4,Diesel,2008,110193,10771
Ford,Fiesta,1.0,Petrol,1993,242998,624
Ford,Puma,1.6,Diesel,2014,34491,24750
Nissan,Juke,1.2,Petrol,2012,73960,10862
BMW,M5,4.4,Petrol,2015,83088,61418
Toyota,Matrix,1.4,Hybrid,2006,129756,8798
Toyota,Matrix,1.0,Hybrid,1998,94967,5671
Nissan,Altima,1.6,Petrol,1997,171423,2586
Ford,Fiesta,1.4,Petrol,1993,90941,2620
Nissan,Juke,1.2,Petrol,1989,253277,533
Ford,Focus,1.0,Petrol,1994,208492,1322
BMW,X3,3.0,Diesel,2002,130906,9133
Ford,Focus,2.0,Petrol,1997,161592,3423
Ford,Puma,1.4,Diesel,2009,92567,11355
Ford,Fiesta,1.2,Hybrid,1993,163859,1649
Nissan,Murano,1.6,Diesel,2002,180380,4376
Ford,Fiesta,1.0,Hybrid,1997,172417,1829
Ford,Focus,2.0,Petrol,1998,124200,4947
Ford,Focus,1.4,Diesel,2019,15998,36184
Nissan,Murano,1.4,Diesel,1990,157961,2222
Nissan,Murano,1.8,Diesel,2010,58152,20067
Toyota,Matrix,1.8,Hybrid,1990,103609,4190
Toyota,Matrix,1.4,Hybrid,2000,164149,4460
Toyota,Yaris,1.2,Hybrid,1988,119334,2046
Nissan,Juke,1.2,Petrol,2006,110232,5618
BMW,Z4,2.4,Petrol,2019,22166,48144
Ford,Focus,1.4,Petrol,2001,56296,8186
Ford,Puma,1.4,Diesel,2009,60653,14117
Nissan,Altima,2.0,Petrol,2004,154664,5305
Nissan,Murano,1.6,Diesel,2013,35555,26554
Toyota,Yaris,1.4,Petrol,1997,244808,1147
Ford,Fiesta,1.2,Petrol,2001,104841,3738
BMW,M5,4.4,Petrol,1989,181120,5024
BMW,X3,3.0,Diesel,2008,102770,16886
Ford,Fiesta,1.0,Petrol,2003,220462,1492
Porsche,718 Cayman,2.0,Petrol,2017,52454,38878
Nissan,Juke,1.4,Petrol,2008,102531,7342
BMW,M5,4.4,Petrol,2001,149917,14529
Porsche,718 Cayman,2.4,Petrol,2018,35722,50403
Toyota,Corolla,2.0,Hybrid,2008,46866,25336
Toyota,Matrix,1.0,Hybrid,2008,145964,7465
Porsche,911,2.2,Petrol,2000,217350,6362
Nissan,Murano,1.6,Diesel,2019,24627,42181
Toyota,Matrix,1.8,Hybrid,2017,38495,39199
Toyota,Corolla,2.2,Hybrid,2004,112881,12921
Ford,Puma,2.0,Petrol,1996,269538,1210
Toyota,Corolla,2.4,Hybrid,2001,188051,5983
Ford,Focus,1.4,Petrol,1997,149115,3175
Ford,Focus,1.6,Petrol,2002,119882,5972
Toyota,Corolla,2.4,Petrol,2002,111010,9982
Nissan,Juke,2.0,Petrol,1993,178878,1751
Ford,Focus,1.4,Petrol,2015,60220,20299
Toyota,Matrix,1.4,Hybrid,2004,92166,10214
Ford,Puma,1.4,Petrol,2007,109366,8368
Toyota,Matrix,1.0,Hybrid,2017,39140,29105
Nissan,Juke,1.0,Petrol,1996,92687,2995
Toyota,Corolla,2.2,Hybrid,1998,158533,6026
Nissan,Juke,1.0,Petrol,2018,31363,19332
Nissan,Juke,1.0,Diesel,2013,82743,10478
Ford,Fiesta,1.4,Petrol,1991,185447,1081
Nissan,Altima,1.6,Petrol,2018,37764,27952
Nissan,Altima,1.2,Petrol,2002,118790,4785
Nissan,Murano,1.6,Diesel,2004,115843,8451
Toyota,Yaris,1.4,Petrol,1998,120227,3563
Toyota,Corolla,2.4,Hybrid,2015,45323,44681
Toyota,Corolla,2.0,Hybrid,2020,18352,66542
Toyota,Yaris,1.0,Petrol,2009,96660,7476
Ford,Fiesta,1.0,Petrol,2002,109725,3517
Nissan,Juke,1.4,Petrol,1988,285416,399
Ford,Focus,2.0,Petrol,1999,132141,4969
BMW,X3,3.0,Diesel,1994,159904,4236
Nissan,Murano,1.6,Petrol,1994,240867,1427
Nissan,Juke,1.0,Petrol,2016,42814,15810
Nissan,Juke,1.2,Petrol,1999,93693,3978
Toyota,Yaris,1.0,Petrol,2014,103844,9900
Ford,Puma,2.0,Diesel,2016,32202,32042
Ford,Focus,2.0,Petrol,2013,60412,21207
Toyota,Corolla,1.8,Hybrid,2005,191277,6578
Ford,Fiesta,1.4,Petrol,2001,109457,3901
Ford,Focus,1.6,Petrol,1996,61328,6071
Nissan,Murano,1.6,Petrol,2005,118932,8403
Nissan,Juke,1.0,Petrol,2013,60064,11620
Porsche,Cayenne,4.0,Petrol,2007,115282,21573
Ford,Focus,1.8,Petrol,2010,80570,14393
Toyota,Matrix,1.0,Hybrid,2014,65701,20168
Nissan,Murano,1.8,Diesel,1996,155803,3827
Nissan,Juke,1.4,Petrol,2007,56244,9445
Toyota,Corolla,2.4,Hybrid,1995,201826,3555
BMW,X3,2.4,Diesel,2019,29770,50848
Toyota,Yaris,1.4,Hybrid,1998,92179,5266
Nissan,Murano,1.4,Diesel,2000,105648,6537
Nissan,Juke,1.4,Petrol,2011,63437,11772
Toyota,Matrix,1.0,Hybrid,2018,27848,33228
BMW,M5,4.4,Petrol,2018,17274,112954
Toyota,Yaris,1.0,Hybrid,2018,33985,24671
Toyota,Corolla,2.2,Petrol,1989,215583,1682
Toyota,Yaris,1.4,Hybrid,1993,248440,1020
Nissan,Juke,1.0,Petrol,2020,13047,24454
BMW,X3,2.4,Diesel,2022,1656,72271
Nissan,Murano,2.0,Petrol,2006,121367,9856
Toyota,Matrix,1.8,Hybrid,2009,121543,12990
Nissan,Juke,2.0,Petrol,2002,155312,3891
Ford,Fiesta,1.4,Petrol,1993,197225,1114
Nissan,Murano,1.4,Diesel,2016,31286,31102
Toyota,Corolla,2.2,Hybrid,1993,180437,3589
Porsche,Cayenne,3.5,Diesel,2001,157775,10127
Porsche,911,2.6,Petrol,2008,109660,28898
Toyota,Corolla,1.8,Hybrid,2014,39675,37457
Ford,Focus,1.4,Hybrid,1987,255898,764
Ford,Puma,1.8,Diesel,1989,112282,2935
Ford,Puma,2.0,Diesel,1994,165745,2816
Ford,Focus,1.0,Petrol,2011,37623,15116
Nissan,Juke,2.0,Petrol,1985,268274,459
BMW,Z4,3.0,Petrol,1998,188004,3950
Toyota,Matrix,1.0,Hybrid,2010,93930,12716
Toyota,Corolla,2.0,Hybrid,1987,212306,1734
Toyota,Matrix,1.0,Hybrid,2010,93256,12777
Nissan,Altima,1.4,Petrol,2018,36866,26286
Toyota,Matrix,1.4,Hybrid,2012,98826,16593
Toyota,Yaris,1.4,Petrol,2015,4000,23468
Ford,Fiesta,1.2,Petrol,1993,122674,1916
Nissan,Murano,1.4,Petrol,2017,46203,28971
Ford,Fiesta,1.2,Petrol,2000,174051,2011
Nissan,Altima,2.0,Diesel,2018,41227,32142
Toyota,Matrix,1.4,Hybrid,1995,139906,3898
Toyota,Yaris,1.0,Petrol,2011,88008,9089
Porsche,718 Cayman,2.0,Petrol,1992,225765,1870
Ford,Fiesta,1.2,Petrol,2012,97954,8186
Ford,Focus,1.4,Diesel,2017,37528,28032
Nissan,Murano,1.8,Diesel,2004,93658,10563
Nissan,Altima,1.2,Petrol,2003,137093,4433
BMW,Z4,2.2,Petrol,2021,16736,54261
Toyota,Yaris,1.4,Petrol,2021,15986,32875
Ford,Puma,2.0,Diesel,2003,129928,6869
Toyota,Corolla,2.2,Hybrid,2013,32462,40421
Toyota,Corolla,2.4,Hybrid,2011,59732,31260
Nissan,Altima,1.6,Hybrid,1990,163421,2082
Toyota,Matrix,1.0,Hybrid,2000,208176,2575
BMW,M5,4.0,Petrol,1996,183596,7478
Toyota,Matrix,1.4,Hybrid,2016,54956,29228
Toyota,Matrix,1.4,Hybrid,2001,148872,5409
Nissan,Altima,1.4,Diesel,2017,37543,25717
Ford,Puma,1.4,Diesel,1998,68895,6423
Toyota,Yaris,1.4,Petrol,2014,90261,12927
Nissan,Juke,1.4,Petrol,1997,178222,1924
Toyota,Corolla,2.2,Hybrid,2012,83843,27207
Nissan,Juke,2.0,Petrol,2008,75856,10603
Toyota,Matrix,1.8,Hybrid,2006,136754,9439
Nissan,Altima,2.0,Hybrid,1998,125276,5401
Nissan,Altima,1.6,Diesel,2001,204060,2672
Toyota,Yaris,1.4,Petrol,1990,165348,1453
Toyota,Corolla,2.0,Petrol,2011,91616,19143
Nissan,Juke,1.6,Petrol,2013,69427,13822
Ford,Puma,2.0,Diesel,2005,92319,10413
Porsche,718 Cayman,2.0,Petrol,2020,29285,54576
BMW,Z4,2.4,Petrol,2020,19011,52366
Ford,Fiesta,1.2,Petrol,1995,192856,1225
Ford,Puma,1.6,Diesel,2012,23007,23129
Nissan,Murano,1.4,Diesel,2016,22121,32759
Nissan,Juke,1.0,Petrol,1992,228800,745
Ford,Puma,1.4,Diesel,2005,128492,6641
Ford,Fiesta,1.0,Petrol,2009,74432,7218
Porsche,718 Cayman,2.4,Petrol,2006,145532,10408
Nissan,Juke,1.6,Petrol,2015,52978,17571
Nissan,Juke,1.6,Petrol,2000,169243,2711
Ford,Fiesta,1.2,Petrol,2018,31808,18842
Ford,Fiesta,1.2,Petrol,2008,127204,5028
BMW,M5,5.0,Petrol,1986,228212,2890
Toyota,Corolla,1.8,Hybrid,2005,132634,10724
Nissan,Murano,1.6,Petrol,1997,232436,1882
Toyota,Matrix,1.4,Hybrid,2004,167959,5639
Nissan,Murano,1.4,Diesel,2008,160899,7201
Nissan,Juke,2.0,Petrol,1992,123391,2579
Nissan,Murano,1.8,Petrol,1993,265691,1125
Nissan,Murano,1.6,Petrol,2007,113672,9994
Ford,Fiesta,1.0,Petrol,1995,155346,1538
Nissan,Altima,1.8,Petrol,1994,142707,2848
Toyota,Matrix,1.0,Hybrid,1994,242360,1267
Ford,Fiesta,1.0,Petrol,1994,146160,1552
Ford,Focus,1.0,Petrol,1998,175954,2292
Nissan,Altima,1.6,Petrol,2010,84070,12152
Ford,Focus,2.0,Diesel,2004,86392,10254
Toyota,Matrix,1.4,Hybrid,2009,111507,12367
Toyota,Matrix,1.0,Hybrid,2006,79784,10760
Toyota,Corolla,2.4,Petrol,1992,170554,3179
Ford,Fiesta,1.4,Petrol,2004,128445,4119
BMW,X3,2.4,Diesel,1995,150162,4389
Nissan,Murano,1.8,Diesel,1995,132687,4316
Nissan,Murano,1.4,Petrol,2009,69926,14598
Nissan,Altima,1.4,Petrol,1987,358103,220
Toyota,Corolla,2.0,Hybrid,2013,74635,29544
Ford,Focus,2.0,Diesel,1999,99493,6688
Ford,Fiesta,1.4,Petrol,2011,68179,10178
Ford,Puma,1.8,Diesel,2007,110243,9897
Toyota,Corolla,2.0,Petrol,2010,72585,20438
Nissan,Murano,1.6,Diesel,2004,86107,10508
Nissan,Altima,1.6,Diesel,2004,113337,6911
Ford,Focus,1.6,Petrol,2000,77489,7116
Toyota,Matrix,1.0,Hybrid,1987,201340,1150
Toyota,Yaris,1.2,Hybrid,2016,59926,20164
Ford,Puma,2.0,Diesel,1994,138824,3513
Nissan,Altima,1.2,Diesel,2021,11857,35907
Nissan,Juke,1.6,Petrol,2010,57753,12214
Toyota,Corolla,2.2,Hybrid,2021,15478,75772
Toyota,Corolla,2.4,Hybrid,2012,56159,34189
Ford,Puma,1.6,Diesel,1985,246155,678
Nissan,Altima,2.0,Hybrid,1987,253497,857
Ford,Focus,2.0,Petrol,2014,64985,22004
Toyota,Yaris,1.2,Hybrid,2020,11274,35039
Toyota,Matrix,1.8,Hybrid,2001,124877,7426
Nissan,Juke,1.6,Petrol,2019,36845,25315
Nissan,Juke,1.4,Diesel,2013,26773,17667
Toyota,Matrix,1.4,Hybrid,1997,137984,4524
Ford,Fiesta,1.4,Petrol,1993,246282,716
Nissan,Murano,1.8,Diesel,1986,204102,1298
Nissan,Juke,1.2,Petrol,2011,93023,8897
Nissan,Juke,1.6,Petrol,1995,219598,1251
BMW,X3,3.0,Diesel,2003,166620,7297
Toyota,Matrix,1.4,Hybrid,1995,101790,5227
Toyota,Corolla,1.8,Hybrid,1999,204866,3913
Nissan,Murano,1.8,Diesel,1986,278153,659
Ford,Focus,1.6,Petrol,2006,189525,4397
Nissan,Juke,1.6,Petrol,1993,207455,1220
Nissan,Juke,1.2,Diesel,1994,75408,3401
Ford,Puma,1.4,Petrol,1997,159083,2898
Nissan,Altima,1.8,Petrol,2004,63347,9939
Nissan,Juke,1.2,Petrol,1987,152947,1130
Ford,Focus,1.0,Petrol,1987,157903,1281
Toyota,Yaris,1.2,Petrol,1992,261284,653
BMW,X3,3.0,Diesel,2018,47271,47923
Toyota,Yaris,1.4,Petrol,2014,43932,17559
Toyota,Yaris,1.0,Hybrid,1986,245088,557
BMW,X3,2.4,Diesel,2003,112162,10090
Ford,Fiesta,1.4,Petrol,2007,112151,5703
Toyota,Yaris,1.0,Hybrid,1988,330558,284
Nissan,Juke,1.4,Petrol,2000,160133,2737
BMW,X3,2.0,Petrol,1997,166154,3818
Toyota,Yaris,1.4,Hybrid,2007,80148,10442
Ford,Fiesta,1.4,Petrol,1992,129195,1840
Toyota,Yaris,1.0,Hybrid,1987,235439,651
Nissan,Altima,1.8,Petrol,2013,35866,21483
Nissan,Altima,1.6,Petrol,1986,272326,501
Ford,Puma,1.4,Diesel,1991,128852,2604
Nissan,Murano,2.0,Diesel,2018,42027,39866
Porsche,718 Cayman,4.0,Petrol,1998,145770,7867
Nissan,Juke,1.4,Diesel,2009,101933,8277
Toyota,Matrix,1.0,Hybrid,2007,74882,11894
Ford,Puma,2.0,Diesel,2019,30816,39452
Nissan,Murano,1.8,Diesel,1995,176443,3010
Toyota,Corolla,1.8,Hybrid,1996,114253,6785
BMW,Z4,3.0,Petrol,2011,36943,29012
Ford,Puma,1.8,Diesel,2003,122488,6905
Toyota,Yaris,1.0,Petrol,2005,108695,5241
Nissan,Altima,1.2,Petrol,1995,162825,2107
BMW,M5,5.0,Petrol,2009,90348,41700
Ford,Fiesta,1.2,Petrol,2017,50440,15758
Nissan,Altima,1.2,Petrol,2012,55466,14554
Ford,Fiesta,1.4,Petrol,1997,174024,1778
Toyota,Corolla,2.4,Hybrid,1999,123404,8922
Ford,Fiesta,1.4,Petrol,2005,155193,3550
Nissan,Juke,2.0,Petrol,1996,170483,2297
Ford,Focus,2.0,Petrol,2006,60298,13309
Nissan,Murano,2.0,Petrol,1991,266601,1029
Toyota,Matrix,1.0,Hybrid,2006,111501,8557
Toyota,Matrix,1.4,Hybrid,2017,33719,35557
Toyota,Corolla,2.4,Hybrid,1990,212992,2306
Nissan,Murano,1.6,Petrol,2009,76479,14930
BMW,X3,2.0,Diesel,2001,136423,6678
Ford,Puma,1.6,Diesel,2009,45400,16613
Porsche,718 Cayman,4.0,Petrol,2019,16374,77586
Toyota,Yaris,1.0,Petrol,1986,191812,749
Ford,Fiesta,1.2,Petrol,1997,150911,1997
Ford,Puma,1.8,Diesel,1999,145218,4417
Ford,Focus,1.0,Diesel,2002,120443,4936
BMW,X3,3.0,Diesel,2019,28549,57249
Nissan,Murano,1.8,Diesel,2022,5398,60595
Toyota,Matrix,1.4,Hybrid,1992,279611,927
Nissan,Murano,1.6,Petrol,1987,226731,1017
Ford,Focus,1.8,Petrol,2006,106863,9127
Nissan,Murano,1.8,Petrol,2015,34491,30841
Toyota,Yaris,1.4,Petrol,1987,255602,533
Nissan,Murano,1.8,Petrol,1990,130478,2997
Toyota,Matrix,1.4,Hybrid,1990,178472,2028
Nissan,Murano,1.4,Diesel,1999,128241,5147
Toyota,Matrix,1.4,Hybrid,1987,148613,2131
Toyota,Corolla,2.2,Hybrid,1999,183162,5230
Nissan,Altima,1.6,Petrol,2008,128417,7651
Ford,Fiesta,1.4,Petrol,2009,129843,5686
Nissan,Altima,1.4,Petrol,2019,29432,29341
Porsche,718 Cayman,2.4,Petrol,2014,67685,31602
Ford,Fiesta,1.4,Petrol,2014,55965,13459
Nissan,Altima,1.8,Petrol,2009,99613,10790
Toyota,Matrix,1.0,Hybrid,1987,228153,904
Nissan,Murano,1.4,Diesel,2012,55467,20572
Ford,Focus,1.4,Diesel,2015,35653,24806
BMW,M5,5.0,Petrol,2000,127710,17306
Nissan,Juke,1.2,Diesel,1993,188239,1314
Ford,Puma,1.6,Hybrid,2021,4798,53091
Nissan,Juke,1.0,Petrol,1999,115962,3079
Toyota,Corolla,2.2,Hybrid,2014,35542,42437
Toyota,Yaris,1.0,Petrol,2001,129364,3426
Nissan,Altima,1.6,Diesel,2005,134959,6247
Ford,Puma,2.0,Diesel,2003,77847,10086
Nissan,Murano,1.8,Diesel,2002,179311,4684
Nissan,Juke,1.6,Petrol,2001,113395,4539
Nissan,Altima,1.4,Diesel,2009,69498,12334
BMW,X3,2.0,Diesel,1993,219057,1936
BMW,M5,4.4,Petrol,1991,107728,10380
Nissan,Altima,1.2,Petrol,2004,76235,7446
Nissan,Murano,1.6,Diesel,2007,44638,16857
Toyota,Corolla,2.2,Hybrid,2012,64617,30992
Nissan,Murano,1.6,Diesel,2005,41793,15009
Ford,Puma,1.6,Diesel,2017,69099,24338
Ford,Focus,1.8,Petrol,1995,206297,1933
Nissan,Juke,1.2,Petrol,2003,87007,5447
BMW,X3,2.0,Petrol,2021,4444,57954
Nissan,Altima,1.6,Diesel,1998,137036,3853
Nissan,Murano,1.4,Diesel,2015,44283,26937
Nissan,Altima,1.2,Petrol,2007,75581,9135
Toyota,Matrix,1.0,Hybrid,2008,88154,11596
Toyota,Matrix,1.4,Hybrid,2020,20447,46825
Ford,Focus,1.6,Petrol,1993,117888,3328
Nissan,Altima,1.8,Diesel,1992,203231,1566
Nissan,Murano,2.0,Petrol,1996,195335,2743
Toyota,Corolla,2.0,Hybrid,2009,77966,22120
Toyota,Corolla,2.2,Hybrid,2016,17539,53691
Nissan,Altima,1.6,Petrol,1993,163891,2110
Ford,Focus,1.4,Petrol,1998,259643,1281
Ford,Fiesta,1.0,Petrol,1992,179125,1031
Ford,Puma,1.4,Diesel,2008,93634,10541
Toyota,Corolla,1.8,Hybrid,2014,81084,28664
Ford,Focus,1.0,Diesel,1998,171121,2507
Ford,Puma,2.0,Diesel,2006,64732,13452
Nissan,Altima,1.4,Diesel,1996,147934,2889
Toyota,Yaris,1.4,Hybrid,2022,8492,43881
Toyota,Yaris,1.4,Hybrid,1989,167742,1598
Ford,Puma,2.0,Diesel,2000,84224,7901
BMW,X3,3.0,Diesel,1991,252569,1528
Nissan,Murano,1.8,Petrol,2006,104415,10628
Ford,Focus,1.6,Petrol,2017,24966,30687
Ford,Focus,1.4,Petrol,2002,125355,5355
BMW,X3,2.4,Diesel,2013,32078,33634
Ford,Puma,1.6,Diesel,2018,34465,32318
Ford,Focus,2.0,Diesel,1998,103020,6097
Toyota,Matrix,1.8,Hybrid,1987,275911,780
Nissan,Murano,1.4,Diesel,2007,50594,15199
Ford,Fiesta,1.2,Petrol,2005,102979,4948
Nissan,Murano,1.4,Petrol,2000,159120,4083
Toyota,Matrix,1.8,Hybrid,1999,158431,4962
Ford,Puma,2.0,Diesel,2000,152641,4685
Toyota,Matrix,1.4,Hybrid,2014,49018,26550
Toyota,Corolla,1.8,Hybrid,2008,72276,20405
Ford,Fiesta,1.0,Diesel,2003,132335,3317
Toyota,Matrix,1.0,Hybrid,1995,136323,3390
Toyota,Yaris,1.0,Petrol,2014,34808,15671
Ford,Fiesta,1.0,Hybrid,1995,144451,2018
Ford,Puma,2.0,Diesel,2013,105926,16074
Toyota,Corolla,1.8,Hybrid,1987,159219,2603
Nissan,Murano,2.0,Diesel,2017,33446,39242
Toyota,Matrix,1.8,Hybrid,1993,232565,1739
Toyota,Corolla,1.8,Hybrid,2009,154798,11706
Nissan,Juke,1.2,Petrol,2017,45272,18239
Nissan,Altima,1.2,Diesel,1998,110718,4092
BMW,X3,3.0,Petrol,1999,172617,5060
Ford,Focus,1.0,Petrol,2017,8742,26490
Toyota,Matrix,1.4,Hybrid,2009,43024,19736
Nissan,Juke,1.6,Diesel,2015,25266,21765
Ford,Puma,2.0,Hybrid,1987,230356,1145
Ford,Puma,1.6,Diesel,2017,47735,27915
Ford,Focus,1.6,Petrol,2002,80354,7973
Porsche,911,2.2,Petrol,1993,115540,9354
Toyota,Matrix,1.8,Hybrid,1996,138676,4772
Toyota,Yaris,1.0,Hybrid,1995,210637,1388
Nissan,Altima,1.8,Petrol,1994,229385,1348
Toyota,Corolla,1.8,Hybrid,2011,60393,26956
Toyota,Yaris,1.0,Petrol,2015,51975,15094
Nissan,Murano,2.0,Petrol,1999,73504,8745
BMW,X3,3.0,Petrol,2011,98055,20333
Nissan,Murano,1.4,Diesel,2006,63219,13118
Ford,Puma,1.8,Petrol,2003,106074,7448
Porsche,718 Cayman,2.0,Petrol,1986,255237,956
Ford,Puma,2.0,Diesel,1998,163368,3751
BMW,M5,4.4,Petrol,2017,40414,92579
Nissan,Juke,2.0,Petrol,2008,50724,12494
Nissan,Murano,1.6,Diesel,2019,43906,37684
Toyota,Matrix,1.8,Hybrid,2007,110241,12389
Ford,Puma,1.4,Diesel,2010,63373,14826
Nissan,Juke,1.4,Petrol,1993,148573,1888
Toyota,Corolla,2.2,Hybrid,1995,86420,8602
Nissan,Juke,1.4,Petrol,2004,74493,6858
Ford,Fiesta,1.2,Petrol,2000,129253,2902
Ford,Focus,2.0,Diesel,2005,88624,10789
Toyota,Corolla,1.8,Hybrid,1989,179440,2507
Nissan,Juke,1.4,Petrol,1990,179136,1197
Ford,Puma,1.8,Petrol,1998,130232,4436
Nissan,Altima,1.8,Petrol,1996,161560,2788
Nissan,Murano,1.4,Diesel,1996,57549,6986
Porsche,718 Cayman,2.0,Petrol,1991,250894,1390
Ford,Fiesta,1.4,Petrol,2018,41375,19234
Nissan,Altima,2.0,Diesel,2017,39994,30292
Ford,Fiesta,1.4,Petrol,2020,22916,24459
Nissan,Murano,1.6,Petrol,2001,169053,4294
BMW,Z4,2.4,Petrol,1994,98172,5571
Toyota,Yaris,1.4,Petrol,1994,137829,2377
BMW,Z4,3.0,Petrol,2003,165496,6681
Toyota,Corolla,2.2,Hybrid,2013,56191,34983
Toyota,Yaris,1.4,Hybrid,1989,332248,353
Nissan,Altima,1.6,Diesel,2016,31854,26591
Nissan,Altima,1.8,Petrol,2009,32827,16749
Nissan,Altima,1.4,Petrol,1992,183426,1564
Ford,Focus,1.0,Petrol,2002,47305,7824
Toyota,Matrix,1.0,Hybrid,1998,119245,4733
Toyota,Yaris,1.4,Hybrid,1995,116087,3613
BMW,X3,2.0,Diesel,1998,134229,5564
Nissan,Altima,1.2,Petrol,2005,47266,9607
Ford,Focus,1.8,Diesel,1988,154564,1983
Toyota,Yaris,1.2,Petrol,2007,80839,8018
Nissan,Murano,1.4,Diesel,2017,29211,33646
Toyota,Yaris,1.2,Hybrid,1993,142402,2381
Toyota,Yaris,1.0,Petrol,2003,96835,5005
Ford,Fiesta,1.4,Petrol,2008,83367,7514
Porsche,718 Cayman,4.0,Petrol,1991,118357,6125
